         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:263(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 graph.py:22(_CachedPropertyResetterAdj)
        1    0.000    0.000    0.000    0.000 coreviews.py:248(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:382(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 reportviews.py:474(DegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:542(OutDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:975(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1014(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1375(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 digraph.py:48(_CachedPropertyResetterPred)
        1    0.000    0.000    0.000    0.000 graphml.py:685(IncrementalElement)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:113(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 kcomponents.py:302(AntiDegreeView)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 coding.py:26(NotATree)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:934(DiGMState)
        1    0.000    0.000    0.000    0.000 libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 quadrature.py:389(GaussLegendre)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:39(FixedTalbot)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:220(Stehfest)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:354(deHoog)
        1    0.000    0.000    0.000    0.000 optimization.py:7(OptimizationMethods)
        1    0.000    0.000    0.000    0.000 optimization.py:104(MNewton)
        1    0.000    0.000    0.000    0.000 optimization.py:357(Illinois)
        1    0.000    0.000    0.000    0.000 sympify.py:39(CantSympify)
        1    0.000    0.000    0.000    0.000 misc.py:13(Undecidable)
        1    0.000    0.000    0.000    0.000 runtests.py:1770(SymPyDocTestRunner)
        1    0.000    0.000    0.000    0.000 runtests.py:1957(Reporter)
        1    0.000    0.000    0.000    0.000 pdb.py:87(Restart)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 codeop.py:124(CommandCompiler)
        1    0.000    0.000    0.000    0.000 doctest.py:1728(DocTestFailure)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:684(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:946(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1003(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1091(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1295(Namespace)
        1    0.000    0.000    0.000    0.000 cache.py:43(__cacheit)
        1    0.000    0.000    0.000    0.000 lambdify.py:1250(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 kind.py:165(_BooleanKind)
        1    0.000    0.000    0.000    0.000 dispatcher.py:10(MDNotImplementedError)
        1    0.000    0.000    0.000    0.000 evalf.py:68(PrecisionExhausted)
        1    0.000    0.000    0.000    0.000 operations.py:460(ShortCircuit)
        1    0.000    0.000    0.000    0.000 numbers.py:3411(_as_mpf_val)
        1    0.000    0.000    0.000    0.000 inference.py:262(PropKB)
        1    0.000    0.000    0.000    0.000 polyoptions.py:61(OptionType)
        1    0.000    0.000    0.000    0.000 polyoptions.py:601(Symmetric)
        1    0.000    0.000    0.000    0.000 polyerrors.py:30(PolynomialDivisionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:67(HeuristicGCDFailed)
        2    0.000    0.000    0.000    0.000 groundtypes.py:41(__init__)
        1    0.000    0.000    0.000    0.000 factorials.py:272(MultiFactorial)
        1    0.000    0.000    0.000    0.000 exponential.py:211(ExpMeta)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:28(HyperbolicFunction)
        2    0.000    0.000    0.000    0.000 ordinals.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 ordinals.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 functions.py:138(NoShapeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(DMDomainError)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(DMNonInvertibleMatrixError)
        1    0.000    0.000    0.000    0.000 modules.py:1864(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 common.py:33(MatrixError)
        1    0.000    0.000    0.000    0.000 modules.py:450(FreeModulePolyRing)
        1    0.000    0.000    0.000    0.000 transforms.py:463(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:949(Operator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1118(MeijerShiftA)
        1    0.000    0.000    0.000    0.000 sqrtdenest.py:217(SqrtdenestStopIteration)
        1    0.000    0.000    0.000    0.000 polysys.py:15(SolveFailed)
        1    0.000    0.000    0.000    0.000 solveset.py:64(NonlinearError)
        1    0.000    0.000    0.000    0.000 diophantine.py:689(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 diophantine.py:921(InhomogeneousGeneralQuadratic)
        1    0.000    0.000    0.000    0.000 diophantine.py:967(GeneralSumOfSquares)
        1    0.000    0.000    0.000    0.000 diophantine.py:1116(CubicThue)
        1    0.000    0.000    0.000    0.000 diophantine.py:1143(GeneralSumOfEvenPowers)
        1    0.000    0.000    0.000    0.000 single.py:39(ODEMatchError)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(GeometryError)
        1    0.000    0.000    0.000    0.000 line.py:2788(Segment3D)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:88(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 parser.py:7(ParserException)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 compressors.py:52(BZ2File)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 win.py:194(_get_hasdst)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 base.py:517(__init__)
        1    0.000    0.000    0.000    0.000 pydoc.py:386(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 pydoc.py:1547(_PlainTextDoc)
        1    0.000    0.000    0.000    0.000 pattern_matching.py:921(Match)
        1    0.000    0.000    0.000    0.000 frequencies.py:411(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 indexing.py:2589(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 ops.py:1170(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:1179(FrameSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:613(FuncNode)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 resample.py:2033(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 stata.py:792(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 pytables.py:340(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:12(ConstantInputWarning)
        1    0.000    0.000    0.000    0.000 utils.py:45(KnownFailureException)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:527(rv_continuous_frozen)
        1    0.000    0.000    0.000    0.000 report.py:47(IPReport)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 _nonlin.py:557(GenericBroyden)
        1    0.000    0.000    0.000    0.000 _nonlin.py:917(BroydenSecond)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:366(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _quadrature.py:142(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 rk.py:563(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:94(_Bunch)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:585(FitDataError)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:742(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1430(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1626(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1769(LSQSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3570(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4142(unitary_group_frozen)
        2    0.000    0.000    0.000    0.000 version.py:276(release)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(kwarg_doc)
        1    0.000    0.000    0.000    0.000 colors.py:1838(FuncNorm)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:486(UnionType)
        1    0.000    0.000    0.000    0.000 ImageFile.py:587(PyCodecState)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:101(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 ticker.py:333(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1754(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2854(AutoLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2615(BboxTransformToMaxOnly)
        2    0.000    0.000    0.000    0.000 exceptions.py:11(ExceptionWordUnicode)
        1    0.000    0.000    0.000    0.000 patches.py:2511(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2714(Roundtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2907(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3577(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3617(BracketCurve)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1275(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1493(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3563(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ViewsPositionsBase)
